[2026-07-30 20:35:04] Buyuk koÅŸum basliyor: 780 hasta x 2 doz = 1560 trajectory hedefi (40dk pencere, 6 process)
  [313/1560] trajectory_id=312 hasta=156 doz=0.100 -> 17 kare, truncated=False
  [314/1560] trajectory_id=313 hasta=156 doz=1.000 -> 17 kare, truncated=False
  [315/1560] trajectory_id=314 hasta=157 doz=0.100 -> 17 kare, truncated=False
  [316/1560] trajectory_id=315 hasta=157 doz=1.000 -> 17 kare, truncated=False
  [317/1560] trajectory_id=316 hasta=158 doz=0.100 -> 17 kare, truncated=False
  [318/1560] trajectory_id=318 hasta=159 doz=0.100 -> 17 kare, truncated=False
  [319/1560] trajectory_id=319 hasta=159 doz=1.000 -> 17 kare, truncated=False
  [320/1560] trajectory_id=317 hasta=158 doz=1.000 -> 17 kare, truncated=False
  [321/1560] trajectory_id=320 hasta=160 doz=0.100 -> 17 kare, truncated=False
  [322/1560] trajectory_id=321 hasta=160 doz=1.000 -> 17 kare, truncated=False
  [323/1560] trajectory_id=322 hasta=161 doz=0.100 -> 17 kare, truncated=False
  [324/1560] trajectory_id=324 hasta=162 doz=0.100 -> 17 kare, truncated=False
  [325/1560] trajectory_id=323 hasta=161 doz=1.000 -> 17 kare, truncated=False
  [326/1560] trajectory_id=325 hasta=162 doz=1.000 -> 17 kare, truncated=False
  [327/1560] trajectory_id=326 hasta=163 doz=0.100 -> 17 kare, truncated=False
  [328/1560] trajectory_id=327 hasta=163 doz=1.000 -> 17 kare, truncated=False
  [329/1560] trajectory_id=328 hasta=164 doz=0.100 -> 17 kare, truncated=False
  [330/1560] trajectory_id=331 hasta=165 doz=1.000 -> 17 kare, truncated=False
  [331/1560] trajectory_id=329 hasta=164 doz=1.000 -> 17 kare, truncated=False
  [332/1560] trajectory_id=330 hasta=165 doz=0.100 -> 17 kare, truncated=False
  [333/1560] trajectory_id=332 hasta=166 doz=0.100 -> 17 kare, truncated=False
  [334/1560] trajectory_id=333 hasta=166 doz=1.000 -> 17 kare, truncated=False
  [335/1560] trajectory_id=334 hasta=167 doz=0.100 -> 17 kare, truncated=False
  [336/1560] trajectory_id=336 hasta=168 doz=0.100 -> 17 kare, truncated=False
  [337/1560] trajectory_id=335 hasta=167 doz=1.000 -> 17 kare, truncated=False
  [338/1560] trajectory_id=337 hasta=168 doz=1.000 -> 17 kare, truncated=False
  [339/1560] trajectory_id=338 hasta=169 doz=0.100 -> 17 kare, truncated=False
  [340/1560] trajectory_id=339 hasta=169 doz=1.000 -> 17 kare, truncated=False
  [341/1560] trajectory_id=340 hasta=170 doz=0.100 -> 17 kare, truncated=False
  [342/1560] trajectory_id=341 hasta=170 doz=1.000 -> 17 kare, truncated=False
  [343/1560] trajectory_id=342 hasta=171 doz=0.100 -> 17 kare, truncated=False
  [344/1560] trajectory_id=343 hasta=171 doz=1.000 -> 17 kare, truncated=False
  [345/1560] trajectory_id=344 hasta=172 doz=0.100 -> 17 kare, truncated=False
  [346/1560] trajectory_id=345 hasta=172 doz=1.000 -> 17 kare, truncated=False
  [347/1560] trajectory_id=346 hasta=173 doz=0.100 -> 17 kare, truncated=False
  [348/1560] trajectory_id=347 hasta=173 doz=1.000 -> 17 kare, truncated=False
  [349/1560] trajectory_id=348 hasta=174 doz=0.100 -> 17 kare, truncated=False
  [350/1560] trajectory_id=349 hasta=174 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 22:04:16] 350/1560 trajectory tamamlandý (geçen süre 89.2 dk, tahmini kalan süre 308.3 dk)
  [351/1560] trajectory_id=350 hasta=175 doz=0.100 -> 17 kare, truncated=False
  [352/1560] trajectory_id=351 hasta=175 doz=1.000 -> 17 kare, truncated=False
  [353/1560] trajectory_id=352 hasta=176 doz=0.100 -> 17 kare, truncated=False
  [354/1560] trajectory_id=354 hasta=177 doz=0.100 -> 17 kare, truncated=False
  [355/1560] trajectory_id=353 hasta=176 doz=1.000 -> 17 kare, truncated=False
  [356/1560] trajectory_id=355 hasta=177 doz=1.000 -> 17 kare, truncated=False
  [357/1560] trajectory_id=356 hasta=178 doz=0.100 -> 17 kare, truncated=False
  [358/1560] trajectory_id=357 hasta=178 doz=1.000 -> 17 kare, truncated=False
  [359/1560] trajectory_id=358 hasta=179 doz=0.100 -> 17 kare, truncated=False
  [360/1560] trajectory_id=360 hasta=180 doz=0.100 -> 17 kare, truncated=False
  [361/1560] trajectory_id=361 hasta=180 doz=1.000 -> 17 kare, truncated=False
  [362/1560] trajectory_id=359 hasta=179 doz=1.000 -> 17 kare, truncated=False
  [363/1560] trajectory_id=362 hasta=181 doz=0.100 -> 17 kare, truncated=False
  [364/1560] trajectory_id=363 hasta=181 doz=1.000 -> 17 kare, truncated=False
  [365/1560] trajectory_id=364 hasta=182 doz=0.100 -> 17 kare, truncated=False
  [366/1560] trajectory_id=366 hasta=183 doz=0.100 -> 17 kare, truncated=False
  [367/1560] trajectory_id=367 hasta=183 doz=1.000 -> 17 kare, truncated=False
  [368/1560] trajectory_id=365 hasta=182 doz=1.000 -> 17 kare, truncated=False
  [369/1560] trajectory_id=368 hasta=184 doz=0.100 -> 17 kare, truncated=False
  [370/1560] trajectory_id=369 hasta=184 doz=1.000 -> 17 kare, truncated=False
  [371/1560] trajectory_id=370 hasta=185 doz=0.100 -> 17 kare, truncated=False
  [372/1560] trajectory_id=371 hasta=185 doz=1.000 -> 17 kare, truncated=False
  [373/1560] trajectory_id=373 hasta=186 doz=1.000 -> 17 kare, truncated=False
  [374/1560] trajectory_id=372 hasta=186 doz=0.100 -> 17 kare, truncated=False
  [375/1560] trajectory_id=374 hasta=187 doz=0.100 -> 17 kare, truncated=False
  [376/1560] trajectory_id=376 hasta=188 doz=0.100 -> 17 kare, truncated=False
  [377/1560] trajectory_id=375 hasta=187 doz=1.000 -> 17 kare, truncated=False
  [378/1560] trajectory_id=377 hasta=188 doz=1.000 -> 17 kare, truncated=False
  [379/1560] trajectory_id=378 hasta=189 doz=0.100 -> 17 kare, truncated=False
  [380/1560] trajectory_id=379 hasta=189 doz=1.000 -> 17 kare, truncated=False
  [381/1560] trajectory_id=381 hasta=190 doz=1.000 -> 17 kare, truncated=False
  [382/1560] trajectory_id=380 hasta=190 doz=0.100 -> 17 kare, truncated=False
  [383/1560] trajectory_id=382 hasta=191 doz=0.100 -> 17 kare, truncated=False
  [384/1560] trajectory_id=383 hasta=191 doz=1.000 -> 17 kare, truncated=False
  [385/1560] trajectory_id=384 hasta=192 doz=0.100 -> 17 kare, truncated=False
  [386/1560] trajectory_id=385 hasta=192 doz=1.000 -> 17 kare, truncated=False
  [387/1560] trajectory_id=387 hasta=193 doz=1.000 -> 17 kare, truncated=False
  [388/1560] trajectory_id=388 hasta=194 doz=0.100 -> 17 kare, truncated=False
  [389/1560] trajectory_id=386 hasta=193 doz=0.100 -> 17 kare, truncated=False
  [390/1560] trajectory_id=389 hasta=194 doz=1.000 -> 17 kare, truncated=False
  [391/1560] trajectory_id=390 hasta=195 doz=0.100 -> 17 kare, truncated=False
  [392/1560] trajectory_id=391 hasta=195 doz=1.000 -> 17 kare, truncated=False
  [393/1560] trajectory_id=392 hasta=196 doz=0.100 -> 17 kare, truncated=False
  [394/1560] trajectory_id=393 hasta=196 doz=1.000 -> 17 kare, truncated=False
  [395/1560] trajectory_id=394 hasta=197 doz=0.100 -> 17 kare, truncated=False
  [396/1560] trajectory_id=396 hasta=198 doz=0.100 -> 17 kare, truncated=False
  [397/1560] trajectory_id=395 hasta=197 doz=1.000 -> 17 kare, truncated=False
  [398/1560] trajectory_id=397 hasta=198 doz=1.000 -> 17 kare, truncated=False
  [399/1560] trajectory_id=398 hasta=199 doz=0.100 -> 17 kare, truncated=False
  [400/1560] trajectory_id=399 hasta=199 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 22:18:08] 400/1560 trajectory tamamlandý (geçen süre 103.0 dk, tahmini kalan süre 298.8 dk)
  [401/1560] trajectory_id=400 hasta=200 doz=0.100 -> 17 kare, truncated=False
  [402/1560] trajectory_id=401 hasta=200 doz=1.000 -> 17 kare, truncated=False
  [403/1560] trajectory_id=402 hasta=201 doz=0.100 -> 17 kare, truncated=False
  [404/1560] trajectory_id=403 hasta=201 doz=1.000 -> 17 kare, truncated=False
  [405/1560] trajectory_id=404 hasta=202 doz=0.100 -> 17 kare, truncated=False
  [406/1560] trajectory_id=405 hasta=202 doz=1.000 -> 17 kare, truncated=False
  [407/1560] trajectory_id=406 hasta=203 doz=0.100 -> 17 kare, truncated=False
  [408/1560] trajectory_id=407 hasta=203 doz=1.000 -> 17 kare, truncated=False
  [409/1560] trajectory_id=408 hasta=204 doz=0.100 -> 17 kare, truncated=False
  [410/1560] trajectory_id=409 hasta=204 doz=1.000 -> 17 kare, truncated=False
  [411/1560] trajectory_id=410 hasta=205 doz=0.100 -> 17 kare, truncated=False
  [412/1560] trajectory_id=411 hasta=205 doz=1.000 -> 17 kare, truncated=False
  [413/1560] trajectory_id=412 hasta=206 doz=0.100 -> 17 kare, truncated=False
  [414/1560] trajectory_id=413 hasta=206 doz=1.000 -> 17 kare, truncated=False
  [415/1560] trajectory_id=414 hasta=207 doz=0.100 -> 17 kare, truncated=False
  [416/1560] trajectory_id=415 hasta=207 doz=1.000 -> 17 kare, truncated=False
  [417/1560] trajectory_id=416 hasta=208 doz=0.100 -> 17 kare, truncated=False
  [418/1560] trajectory_id=417 hasta=208 doz=1.000 -> 17 kare, truncated=False
  [419/1560] trajectory_id=418 hasta=209 doz=0.100 -> 17 kare, truncated=False
  [420/1560] trajectory_id=419 hasta=209 doz=1.000 -> 17 kare, truncated=False
  [421/1560] trajectory_id=420 hasta=210 doz=0.100 -> 17 kare, truncated=False
  [422/1560] trajectory_id=421 hasta=210 doz=1.000 -> 17 kare, truncated=False
  [423/1560] trajectory_id=422 hasta=211 doz=0.100 -> 17 kare, truncated=False
  [424/1560] trajectory_id=424 hasta=212 doz=0.100 -> 17 kare, truncated=False
  [425/1560] trajectory_id=423 hasta=211 doz=1.000 -> 17 kare, truncated=False
  [426/1560] trajectory_id=425 hasta=212 doz=1.000 -> 17 kare, truncated=False
  [427/1560] trajectory_id=426 hasta=213 doz=0.100 -> 17 kare, truncated=False
  [428/1560] trajectory_id=427 hasta=213 doz=1.000 -> 17 kare, truncated=False
  [429/1560] trajectory_id=428 hasta=214 doz=0.100 -> 17 kare, truncated=False
  [430/1560] trajectory_id=430 hasta=215 doz=0.100 -> 17 kare, truncated=False
  [431/1560] trajectory_id=429 hasta=214 doz=1.000 -> 17 kare, truncated=False
  [432/1560] trajectory_id=431 hasta=215 doz=1.000 -> 17 kare, truncated=False
  [433/1560] trajectory_id=432 hasta=216 doz=0.100 -> 17 kare, truncated=False
  [434/1560] trajectory_id=433 hasta=216 doz=1.000 -> 17 kare, truncated=False
  [435/1560] trajectory_id=434 hasta=217 doz=0.100 -> 17 kare, truncated=False
  [436/1560] trajectory_id=435 hasta=217 doz=1.000 -> 17 kare, truncated=False
  [437/1560] trajectory_id=436 hasta=218 doz=0.100 -> 17 kare, truncated=False
  [438/1560] trajectory_id=437 hasta=218 doz=1.000 -> 17 kare, truncated=False
  [439/1560] trajectory_id=438 hasta=219 doz=0.100 -> 17 kare, truncated=False
  [440/1560] trajectory_id=440 hasta=220 doz=0.100 -> 17 kare, truncated=False
  [441/1560] trajectory_id=439 hasta=219 doz=1.000 -> 17 kare, truncated=False
  [442/1560] trajectory_id=441 hasta=220 doz=1.000 -> 17 kare, truncated=False
  [443/1560] trajectory_id=442 hasta=221 doz=0.100 -> 17 kare, truncated=False
  [444/1560] trajectory_id=443 hasta=221 doz=1.000 -> 17 kare, truncated=False
  [445/1560] trajectory_id=444 hasta=222 doz=0.100 -> 17 kare, truncated=False
  [446/1560] trajectory_id=445 hasta=222 doz=1.000 -> 17 kare, truncated=False
  [447/1560] trajectory_id=446 hasta=223 doz=0.100 -> 17 kare, truncated=False
  [448/1560] trajectory_id=447 hasta=223 doz=1.000 -> 17 kare, truncated=False
  [449/1560] trajectory_id=448 hasta=224 doz=0.100 -> 17 kare, truncated=False
  [450/1560] trajectory_id=449 hasta=224 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 22:31:51] 450/1560 trajectory tamamlandý (geçen süre 116.8 dk, tahmini kalan süre 288.0 dk)
  [451/1560] trajectory_id=450 hasta=225 doz=0.100 -> 17 kare, truncated=False
  [452/1560] trajectory_id=451 hasta=225 doz=1.000 -> 17 kare, truncated=False
  [453/1560] trajectory_id=452 hasta=226 doz=0.100 -> 17 kare, truncated=False
  [454/1560] trajectory_id=453 hasta=226 doz=1.000 -> 17 kare, truncated=False
  [455/1560] trajectory_id=454 hasta=227 doz=0.100 -> 17 kare, truncated=False
  [456/1560] trajectory_id=455 hasta=227 doz=1.000 -> 17 kare, truncated=False
  [457/1560] trajectory_id=456 hasta=228 doz=0.100 -> 17 kare, truncated=False
  [458/1560] trajectory_id=457 hasta=228 doz=1.000 -> 17 kare, truncated=False
  [459/1560] trajectory_id=458 hasta=229 doz=0.100 -> 17 kare, truncated=False
  [460/1560] trajectory_id=459 hasta=229 doz=1.000 -> 17 kare, truncated=False
  [461/1560] trajectory_id=460 hasta=230 doz=0.100 -> 17 kare, truncated=False
  [462/1560] trajectory_id=461 hasta=230 doz=1.000 -> 17 kare, truncated=False
  [463/1560] trajectory_id=462 hasta=231 doz=0.100 -> 17 kare, truncated=False
  [464/1560] trajectory_id=463 hasta=231 doz=1.000 -> 17 kare, truncated=False
  [465/1560] trajectory_id=464 hasta=232 doz=0.100 -> 17 kare, truncated=False
  [466/1560] trajectory_id=465 hasta=232 doz=1.000 -> 17 kare, truncated=False
  [467/1560] trajectory_id=466 hasta=233 doz=0.100 -> 17 kare, truncated=False
  [468/1560] trajectory_id=468 hasta=234 doz=0.100 -> 17 kare, truncated=False
  [469/1560] trajectory_id=467 hasta=233 doz=1.000 -> 17 kare, truncated=False
  [470/1560] trajectory_id=470 hasta=235 doz=0.100 -> 17 kare, truncated=False
  [471/1560] trajectory_id=469 hasta=234 doz=1.000 -> 17 kare, truncated=False
  [472/1560] trajectory_id=471 hasta=235 doz=1.000 -> 17 kare, truncated=False
  [473/1560] trajectory_id=472 hasta=236 doz=0.100 -> 17 kare, truncated=False
  [474/1560] trajectory_id=473 hasta=236 doz=1.000 -> 17 kare, truncated=False
  [475/1560] trajectory_id=474 hasta=237 doz=0.100 -> 17 kare, truncated=False
  [476/1560] trajectory_id=476 hasta=238 doz=0.100 -> 17 kare, truncated=False
  [477/1560] trajectory_id=475 hasta=237 doz=1.000 -> 17 kare, truncated=False
  [478/1560] trajectory_id=477 hasta=238 doz=1.000 -> 17 kare, truncated=False
  [479/1560] trajectory_id=478 hasta=239 doz=0.100 -> 17 kare, truncated=False
  [480/1560] trajectory_id=479 hasta=239 doz=1.000 -> 17 kare, truncated=False
  [481/1560] trajectory_id=480 hasta=240 doz=0.100 -> 17 kare, truncated=False
  [482/1560] trajectory_id=481 hasta=240 doz=1.000 -> 17 kare, truncated=False
  [483/1560] trajectory_id=482 hasta=241 doz=0.100 -> 17 kare, truncated=False
  [484/1560] trajectory_id=484 hasta=242 doz=0.100 -> 17 kare, truncated=False
  [485/1560] trajectory_id=483 hasta=241 doz=1.000 -> 17 kare, truncated=False
  [486/1560] trajectory_id=485 hasta=242 doz=1.000 -> 17 kare, truncated=False
  [487/1560] trajectory_id=486 hasta=243 doz=0.100 -> 17 kare, truncated=False
  [488/1560] trajectory_id=487 hasta=243 doz=1.000 -> 17 kare, truncated=False
  [489/1560] trajectory_id=488 hasta=244 doz=0.100 -> 17 kare, truncated=False
  [490/1560] trajectory_id=489 hasta=244 doz=1.000 -> 17 kare, truncated=False
  [491/1560] trajectory_id=490 hasta=245 doz=0.100 -> 17 kare, truncated=False
  [492/1560] trajectory_id=491 hasta=245 doz=1.000 -> 17 kare, truncated=False
  [493/1560] trajectory_id=492 hasta=246 doz=0.100 -> 17 kare, truncated=False
  [494/1560] trajectory_id=494 hasta=247 doz=0.100 -> 17 kare, truncated=False
  [495/1560] trajectory_id=493 hasta=246 doz=1.000 -> 17 kare, truncated=False
  [496/1560] trajectory_id=495 hasta=247 doz=1.000 -> 17 kare, truncated=False
  [497/1560] trajectory_id=496 hasta=248 doz=0.100 -> 17 kare, truncated=False
  [498/1560] trajectory_id=497 hasta=248 doz=1.000 -> 17 kare, truncated=False
  [499/1560] trajectory_id=498 hasta=249 doz=0.100 -> 17 kare, truncated=False
  [500/1560] trajectory_id=499 hasta=249 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 22:45:39] 500/1560 trajectory tamamlandý (geçen süre 130.5 dk, tahmini kalan süre 276.8 dk)
  [501/1560] trajectory_id=500 hasta=250 doz=0.100 -> 17 kare, truncated=False
  [502/1560] trajectory_id=501 hasta=250 doz=1.000 -> 17 kare, truncated=False
  [503/1560] trajectory_id=502 hasta=251 doz=0.100 -> 17 kare, truncated=False
  [504/1560] trajectory_id=503 hasta=251 doz=1.000 -> 17 kare, truncated=False
  [505/1560] trajectory_id=504 hasta=252 doz=0.100 -> 17 kare, truncated=False
  [506/1560] trajectory_id=505 hasta=252 doz=1.000 -> 17 kare, truncated=False
  [507/1560] trajectory_id=506 hasta=253 doz=0.100 -> 17 kare, truncated=False
  [508/1560] trajectory_id=508 hasta=254 doz=0.100 -> 17 kare, truncated=False
  [509/1560] trajectory_id=507 hasta=253 doz=1.000 -> 17 kare, truncated=False
  [510/1560] trajectory_id=509 hasta=254 doz=1.000 -> 17 kare, truncated=False
  [511/1560] trajectory_id=510 hasta=255 doz=0.100 -> 17 kare, truncated=False
  [512/1560] trajectory_id=511 hasta=255 doz=1.000 -> 17 kare, truncated=False
  [513/1560] trajectory_id=512 hasta=256 doz=0.100 -> 17 kare, truncated=False
  [514/1560] trajectory_id=513 hasta=256 doz=1.000 -> 17 kare, truncated=False
  [515/1560] trajectory_id=514 hasta=257 doz=0.100 -> 17 kare, truncated=False
  [516/1560] trajectory_id=515 hasta=257 doz=1.000 -> 17 kare, truncated=False
  [517/1560] trajectory_id=516 hasta=258 doz=0.100 -> 17 kare, truncated=False
  [518/1560] trajectory_id=517 hasta=258 doz=1.000 -> 17 kare, truncated=False
  [519/1560] trajectory_id=518 hasta=259 doz=0.100 -> 17 kare, truncated=False
  [520/1560] trajectory_id=519 hasta=259 doz=1.000 -> 17 kare, truncated=False
  [521/1560] trajectory_id=520 hasta=260 doz=0.100 -> 17 kare, truncated=False
  [522/1560] trajectory_id=521 hasta=260 doz=1.000 -> 17 kare, truncated=False
  [523/1560] trajectory_id=522 hasta=261 doz=0.100 -> 17 kare, truncated=False
  [524/1560] trajectory_id=523 hasta=261 doz=1.000 -> 17 kare, truncated=False
  [525/1560] trajectory_id=524 hasta=262 doz=0.100 -> 17 kare, truncated=False
  [526/1560] trajectory_id=525 hasta=262 doz=1.000 -> 17 kare, truncated=False
  [527/1560] trajectory_id=526 hasta=263 doz=0.100 -> 17 kare, truncated=False
  [528/1560] trajectory_id=527 hasta=263 doz=1.000 -> 17 kare, truncated=False
  [529/1560] trajectory_id=528 hasta=264 doz=0.100 -> 17 kare, truncated=False
  [530/1560] trajectory_id=530 hasta=265 doz=0.100 -> 17 kare, truncated=False
  [531/1560] trajectory_id=529 hasta=264 doz=1.000 -> 17 kare, truncated=False
  [532/1560] trajectory_id=531 hasta=265 doz=1.000 -> 17 kare, truncated=False
  [533/1560] trajectory_id=532 hasta=266 doz=0.100 -> 17 kare, truncated=False
  [534/1560] trajectory_id=533 hasta=266 doz=1.000 -> 17 kare, truncated=False
  [535/1560] trajectory_id=534 hasta=267 doz=0.100 -> 17 kare, truncated=False
  [536/1560] trajectory_id=535 hasta=267 doz=1.000 -> 17 kare, truncated=False
  [537/1560] trajectory_id=536 hasta=268 doz=0.100 -> 17 kare, truncated=False
  [538/1560] trajectory_id=537 hasta=268 doz=1.000 -> 17 kare, truncated=False
  [539/1560] trajectory_id=538 hasta=269 doz=0.100 -> 17 kare, truncated=False
  [540/1560] trajectory_id=539 hasta=269 doz=1.000 -> 17 kare, truncated=False
  [541/1560] trajectory_id=540 hasta=270 doz=0.100 -> 17 kare, truncated=False
  [542/1560] trajectory_id=541 hasta=270 doz=1.000 -> 17 kare, truncated=False
  [543/1560] trajectory_id=542 hasta=271 doz=0.100 -> 17 kare, truncated=False
  [544/1560] trajectory_id=543 hasta=271 doz=1.000 -> 17 kare, truncated=False
  [545/1560] trajectory_id=544 hasta=272 doz=0.100 -> 17 kare, truncated=False
  [546/1560] trajectory_id=545 hasta=272 doz=1.000 -> 17 kare, truncated=False
  [547/1560] trajectory_id=546 hasta=273 doz=0.100 -> 17 kare, truncated=False
  [548/1560] trajectory_id=547 hasta=273 doz=1.000 -> 17 kare, truncated=False
  [549/1560] trajectory_id=548 hasta=274 doz=0.100 -> 17 kare, truncated=False
  [550/1560] trajectory_id=549 hasta=274 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 22:58:33] 550/1560 trajectory tamamlandý (geçen süre 143.5 dk, tahmini kalan süre 263.4 dk)
  [551/1560] trajectory_id=550 hasta=275 doz=0.100 -> 17 kare, truncated=False
  [552/1560] trajectory_id=551 hasta=275 doz=1.000 -> 17 kare, truncated=False
  [553/1560] trajectory_id=552 hasta=276 doz=0.100 -> 17 kare, truncated=False
  [554/1560] trajectory_id=553 hasta=276 doz=1.000 -> 17 kare, truncated=False
  [555/1560] trajectory_id=554 hasta=277 doz=0.100 -> 17 kare, truncated=False
  [556/1560] trajectory_id=555 hasta=277 doz=1.000 -> 17 kare, truncated=False
  [557/1560] trajectory_id=556 hasta=278 doz=0.100 -> 17 kare, truncated=False
  [558/1560] trajectory_id=557 hasta=278 doz=1.000 -> 17 kare, truncated=False
  [559/1560] trajectory_id=558 hasta=279 doz=0.100 -> 17 kare, truncated=False
  [560/1560] trajectory_id=559 hasta=279 doz=1.000 -> 17 kare, truncated=False
  [561/1560] trajectory_id=560 hasta=280 doz=0.100 -> 17 kare, truncated=False
  [562/1560] trajectory_id=561 hasta=280 doz=1.000 -> 17 kare, truncated=False
  [563/1560] trajectory_id=562 hasta=281 doz=0.100 -> 17 kare, truncated=False
  [564/1560] trajectory_id=563 hasta=281 doz=1.000 -> 17 kare, truncated=False
  [565/1560] trajectory_id=564 hasta=282 doz=0.100 -> 17 kare, truncated=False
  [566/1560] trajectory_id=565 hasta=282 doz=1.000 -> 17 kare, truncated=False
  [567/1560] trajectory_id=566 hasta=283 doz=0.100 -> 17 kare, truncated=False
  [568/1560] trajectory_id=567 hasta=283 doz=1.000 -> 17 kare, truncated=False
  [569/1560] trajectory_id=568 hasta=284 doz=0.100 -> 17 kare, truncated=False
  [570/1560] trajectory_id=569 hasta=284 doz=1.000 -> 17 kare, truncated=False
  [571/1560] trajectory_id=570 hasta=285 doz=0.100 -> 17 kare, truncated=False
  [572/1560] trajectory_id=571 hasta=285 doz=1.000 -> 17 kare, truncated=False
  [573/1560] trajectory_id=572 hasta=286 doz=0.100 -> 17 kare, truncated=False
  [574/1560] trajectory_id=573 hasta=286 doz=1.000 -> 17 kare, truncated=False
  [575/1560] trajectory_id=574 hasta=287 doz=0.100 -> 17 kare, truncated=False
  [576/1560] trajectory_id=575 hasta=287 doz=1.000 -> 17 kare, truncated=False
  [577/1560] trajectory_id=576 hasta=288 doz=0.100 -> 17 kare, truncated=False
  [578/1560] trajectory_id=577 hasta=288 doz=1.000 -> 17 kare, truncated=False
  [579/1560] trajectory_id=578 hasta=289 doz=0.100 -> 17 kare, truncated=False
  [580/1560] trajectory_id=579 hasta=289 doz=1.000 -> 17 kare, truncated=False
  [581/1560] trajectory_id=580 hasta=290 doz=0.100 -> 17 kare, truncated=False
  [582/1560] trajectory_id=581 hasta=290 doz=1.000 -> 17 kare, truncated=False
  [583/1560] trajectory_id=582 hasta=291 doz=0.100 -> 17 kare, truncated=False
  [584/1560] trajectory_id=584 hasta=292 doz=0.100 -> 17 kare, truncated=False
  [585/1560] trajectory_id=583 hasta=291 doz=1.000 -> 17 kare, truncated=False
  [586/1560] trajectory_id=585 hasta=292 doz=1.000 -> 17 kare, truncated=False
  [587/1560] trajectory_id=586 hasta=293 doz=0.100 -> 17 kare, truncated=False
  [588/1560] trajectory_id=587 hasta=293 doz=1.000 -> 17 kare, truncated=False
  [589/1560] trajectory_id=588 hasta=294 doz=0.100 -> 17 kare, truncated=False
  [590/1560] trajectory_id=589 hasta=294 doz=1.000 -> 17 kare, truncated=False
  [591/1560] trajectory_id=590 hasta=295 doz=0.100 -> 17 kare, truncated=False
  [592/1560] trajectory_id=591 hasta=295 doz=1.000 -> 17 kare, truncated=False
  [593/1560] trajectory_id=592 hasta=296 doz=0.100 -> 17 kare, truncated=False
  [594/1560] trajectory_id=593 hasta=296 doz=1.000 -> 17 kare, truncated=False
  [595/1560] trajectory_id=594 hasta=297 doz=0.100 -> 17 kare, truncated=False
  [596/1560] trajectory_id=595 hasta=297 doz=1.000 -> 17 kare, truncated=False
  [597/1560] trajectory_id=596 hasta=298 doz=0.100 -> 17 kare, truncated=False
  [598/1560] trajectory_id=598 hasta=299 doz=0.100 -> 17 kare, truncated=False
  [599/1560] trajectory_id=597 hasta=298 doz=1.000 -> 17 kare, truncated=False
  [600/1560] trajectory_id=599 hasta=299 doz=1.000 -> 17 kare, truncated=False
[2026-07-30 23:11:24] 600/1560 trajectory tamamlandý (geçen süre 156.3 dk, tahmini kalan süre 250.1 dk)
  [601/1560] trajectory_id=600 hasta=300 doz=0.100 -> 17 kare, truncated=False
  [602/1560] trajectory_id=601 hasta=300 doz=1.000 -> 17 kare, truncated=False
  [603/1560] trajectory_id=602 hasta=301 doz=0.100 -> 17 kare, truncated=False
  [604/1560] trajectory_id=604 hasta=302 doz=0.100 -> 17 kare, truncated=False
  [605/1560] trajectory_id=603 hasta=301 doz=1.000 -> 17 kare, truncated=False
  [606/1560] trajectory_id=605 hasta=302 doz=1.000 -> 17 kare, truncated=False
  [607/1560] trajectory_id=606 hasta=303 doz=0.100 -> 17 kare, truncated=False
  [608/1560] trajectory_id=608 hasta=304 doz=0.100 -> 17 kare, truncated=False
  [609/1560] trajectory_id=607 hasta=303 doz=1.000 -> 17 kare, truncated=False
  [610/1560] trajectory_id=609 hasta=304 doz=1.000 -> 17 kare, truncated=False
  [611/1560] trajectory_id=610 hasta=305 doz=0.100 -> 17 kare, truncated=False
  [612/1560] trajectory_id=611 hasta=305 doz=1.000 -> 17 kare, truncated=False
  [613/1560] trajectory_id=612 hasta=306 doz=0.100 -> 17 kare, truncated=False
  [614/1560] trajectory_id=614 hasta=307 doz=0.100 -> 17 kare, truncated=False
  [615/1560] trajectory_id=613 hasta=306 doz=1.000 -> 17 kare, truncated=False
  [616/1560] trajectory_id=615 hasta=307 doz=1.000 -> 17 kare, truncated=False
  [617/1560] trajectory_id=616 hasta=308 doz=0.100 -> 17 kare, truncated=False
  [618/1560] trajectory_id=617 hasta=308 doz=1.000 -> 17 kare, truncated=False
  [619/1560] trajectory_id=618 hasta=309 doz=0.100 -> 17 kare, truncated=False
  [620/1560] trajectory_id=619 hasta=309 doz=1.000 -> 17 kare, truncated=False
  [621/1560] trajectory_id=620 hasta=310 doz=0.100 -> 17 kare, truncated=False
  [622/1560] trajectory_id=621 hasta=310 doz=1.000 -> 17 kare, truncated=False
  [623/1560] trajectory_id=622 hasta=311 doz=0.100 -> 17 kare, truncated=False
  [624/1560] trajectory_id=623 hasta=311 doz=1.000 -> 17 kare, truncated=False
  [625/1560] trajectory_id=624 hasta=312 doz=0.100 -> 17 kare, truncated=False
  [626/1560] trajectory_id=625 hasta=312 doz=1.000 -> 17 kare, truncated=False
  [627/1560] trajectory_id=626 hasta=313 doz=0.100 -> 17 kare, truncated=False
